Trait1	Trait2	RatioModified1	RatioModified2	OverlapProteins	OverlapProteoforms	Difference
Schizophrenia	DrugResistance	0.396783	0.111111	1	2	1
Schizophrenia	Echocardiography	0.396783	0.349398	4	14	10
Schizophrenia	Education	0.396783	0.317881	16	41	25
Schizophrenia	Electrocardiography	0.396783	0.3	9	14	5
Schizophrenia	Emphysema	0.396783	0.166667	3	5	2
Schizophrenia	ErythrocyteCount	0.396783	0.27907	5	17	12
Schizophrenia	ErythrocyteIndices	0.396783	0.252427	5	17	12
Schizophrenia	EssentialTremor	0.396783	0.3	1	3	2
Schizophrenia	Face	0.396783	0.625	1	2	1
Schizophrenia	ForcedExpiratoryVolume	0.396783	0.181818	6	7	1
Schizophrenia	GlomerularFiltrationRate	0.396783	0.288889	3	4	1
Schizophrenia	GlomerulonephritisMembranous	0.396783	0.0208333	39	40	1
Schizophrenia	Glucose	0.396783	0.244898	4	7	3
Schizophrenia	GlucoseToleranceTest	0.396783	0.166667	1	2	1
Schizophrenia	Gout	0.396783	0.397059	3	19	16
Schizophrenia	HIV_1	0.396783	0.0512821	37	39	2
Schizophrenia	HeartFailure	0.396783	0.209302	3	6	3
Schizophrenia	HeartRate	0.396783	0.272727	5	7	2
Schizophrenia	Hematocrit	0.396783	0.317073	8	14	6
Schizophrenia	HemoglobinAGlycosylated	0.396783	0.285714	1	2	1
Schizophrenia	Hemoglobins	0.396783	0.35	4	16	12
Schizophrenia	HepatitisBChronic	0.396783	0.151515	4	8	4
Schizophrenia	HepatitisCChronic	0.396783	0.208333	16	20	4
Schizophrenia	Hip	0.396783	0.439114	7	69	62
Schizophrenia	Hydrochlorothiazide	0.396783	0.333333	2	4	2
Schizophrenia	InflammatoryBowelDiseases	0.396783	0.301471	18	19	1
Schizophrenia	Insulin	0.396783	0.0882353	3	4	1
Schizophrenia	Insulin_LikeGrowthFactorI	0.396783	0.166667	1	3	2
Schizophrenia	Interferon_alpha	0.396783	0.166667	1	2	1
Schizophrenia	Interleukin_6	0.396783	0.25	1	3	2
Schizophrenia	JointInstability	0.396783	0.571429	3	7	4
Schizophrenia	Leprosy	0.396783	0.0425532	54	56	2
Schizophrenia	Leukocytes	0.396783	0.0136986	50	51	1
Schizophrenia	LinoleicAcid	0.396783	0.852941	1	52	51
Schizophrenia	LipoproteinsVLDL	0.396783	0.196429	6	8	2
Schizophrenia	LiverCirrhosisBiliary	0.396783	0.216667	16	18	2
Schizophrenia	LupusErythematosusSystemic	0.396783	0.255605	57	70	13
Schizophrenia	LymphomaLargeB_CellDiffuse	0.396783	0.0238095	36	37	1
Schizophrenia	MacularDegeneration	0.396783	0.454545	1	5	4
Schizophrenia	MeanPlateletVolume	0.396783	0.236842	1	3	2
Schizophrenia	Menarche	0.396783	0.189394	8	13	5
Schizophrenia	Metabolism	0.396783	0.375839	3	6	3
Schizophrenia	MigraineDisorders	0.396783	0.211538	4	7	3
Schizophrenia	Mortality	0.396783	0.23913	3	6	3
Schizophrenia	Myopia	0.396783	0.52381	3	4	1
Schizophrenia	NasopharyngealNeoplasms	0.396783	0.038961	50	51	1
Schizophrenia	Neoplasms	0.396783	0.207547	4	7	3
Schizophrenia	NeuroticDisorders	0.396783	0.5	1	2	1
Schizophrenia	Neuroticism	0.396783	0.185185	5	6	1
Schizophrenia	Neutrophils	0.396783	0.0612245	36	37	1
Schizophrenia	ParkinsonDisease	0.396783	0.276596	17	18	1
Schizophrenia	PeripheralNervousSystemDiseases	0.396783	0.166667	1	2	1
Schizophrenia	Peroxidases	0.396783	0.4	1	5	4
Schizophrenia	PlateletCount	0.396783	0.150943	40	44	4
Schizophrenia	PlateletFunctionTests	0.396783	0.321212	11	15	4
Schizophrenia	Prognosis	0.396783	0.6	1	3	2
Schizophrenia	ProstaticNeoplasms	0.396783	0.295082	1	5	4
Schizophrenia	Psoriasis	0.396783	0.222222	43	48	5
Schizophrenia	PsychiatricStatusRatingScales	0.396783	0.5	1	2	1
Schizophrenia	PsychotropicDrugs	0.396783	0.25	6	8	2
Schizophrenia	PulmonaryDiseaseChronicObstructive	0.396783	0.0909091	6	7	1
Schizophrenia	Pulse	0.396783	0.153846	1	3	2
Schizophrenia	ReverseTranscriptaseInhibitors	0.396783	0.103448	1	2	1
Schizophrenia	Schizophrenia	0.396783	0.396783	230	373	143
Schizophrenia	SclerodermaSystemic	0.396783	0.205882	16	20	4
Schizophrenia	Stroke	0.396783	0.178571	4	7	3
Schizophrenia	Survival	0.396783	0.238095	3	4	1
Schizophrenia	ThyroidHormones	0.396783	0.0232558	36	37	1
Schizophrenia	Tonsillectomy	0.396783	0.128571	37	40	3
Schizophrenia	Transplants	0.396783	0.551724	1	2	1
Schizophrenia	Triglycerides	0.396783	0.279279	44	56	12
Schizophrenia	UrinaryIncontinence	0.396783	0.333333	1	2	1
Schizophrenia	VaccinePotency	0.396783	0.49375	17	18	1
Schizophrenia	VascularEndothelialGrowthFactors	0.396783	0.25	1	3	2
Schizophrenia	VenousThromboembolism	0.396783	0.125	3	4	1
Schizophrenia	Vitiligo	0.396783	0.0862069	36	37	1
Schizophrenia	WaistCircumference	0.396783	0.571429	8	70	62
Schizophrenia	Waist_HipRatio	0.396783	0.166667	2	3	1
Schizophrenia	beta2_Microglobulin	0.396783	0.038961	36	37	1
Schizophrenia	hemoglobinA1cproteinhuman	0.396783	0.0526316	3	4	1
Schizophrenia	olanzapine	0.396783	0.2	1	2	1
Schizophrenia	tauProteins	0.396783	0.642857	1	2	1
Selenium	AlcoholDrinking	0.25	0.189189	2	3	1
Selenium	Anemia	0.25	0.25	2	3	1
Selenium	BloodPressure	0.25	0.289116	2	4	2
Selenium	CerebrospinalFluid	0.25	0.351648	1	3	2
Selenium	Hemochromatosis	0.25	0.5	1	2	1
Selenium	Hepcidins	0.25	0.222222	3	4	1
Selenium	Hip	0.25	0.439114	1	3	2
Selenium	Iron	0.25	0.166667	4	5	1
Selenium	Iron_BindingProteins	0.25	0.5	1	2	1
Selenium	PlateletFunctionTests	0.25	0.321212	1	2	1
Selenium	Selenium	0.25	0.25	13	16	3
Selenium	Transferrin	0.25	0.230769	4	5	1
SerologicTests	InfluenzaAvirus	0.4	0.666667	1	3	2
SerologicTests	SerologicTests	0.4	0.4	3	5	2
SerologicTests	Triglycerides	0.4	0.279279	1	3	2
SerumGlobulins	GlomerulonephritisIGA	0.333333	0.09375	1	2	1
SerumGlobulins	ImmunoglobulinA	0.333333	0.25	1	2	1
SerumGlobulins	ImmunoglobulinM	0.333333	0.333333	1	2	1
SerumGlobulins	SerumGlobulins	0.333333	0.333333	2	3	1
SexHormone_BindingGlobulin	CarcinomaBasalCell	0.659091	0.329412	1	23	22
SexHormone_BindingGlobulin	Glioblastoma	0.659091	0.866667	1	23	22
SexHormone_BindingGlobulin	Glioma	0.659091	0.807018	2	30	28
SexHormone_BindingGlobulin	Hormones	0.659091	0.675	1	23	22
SexHormone_BindingGlobulin	Myopia	0.659091	0.52381	1	7	6
SexHormone_BindingGlobulin	SexHormone_BindingGlobulin	0.659091	0.659091	15	44	29
SiliconCompounds	Pneumoconiosis	0.666667	0.666667	2	3	1
SiliconCompounds	SiliconCompounds	0.666667	0.666667	2	3	1
SiliconCompounds	Smoking	0.666667	0.258824	2	3	1
Skin	AgeofOnset	0.428571	0.297297	1	4	3
Skin	AlzheimerDisease	0.428571	0.246154	1	4	3
Skin	Asthma	0.428571	0.229885	1	4	3
Skin	CarcinomaBasalCell	0.428571	0.329412	2	5	3
Skin	CarcinomaSquamousCell	0.428571	0.258065	1	4	3
Skin	EyeColor	0.428571	0.25	1	4	3
Skin	Eyebrows	0.428571	0.171429	1	4	3
Skin	HairColor	0.428571	0.15	3	6	3
Skin	Skin	0.428571	0.428571	4	7	3
Skin	SkinPigmentation	0.428571	0.357143	2	5	3
Skin	Suntan	0.428571	0.2	2	5	3
Skin	Toluene24_Diisocyanate	0.428571	0.357143	1	4	3
Skin	Vitiligo	0.428571	0.0862069	2	5	3
SkinPigmentation	AgeofOnset	0.357143	0.297297	1	4	3
SkinPigmentation	AlzheimerDisease	0.357143	0.246154	1	4	3
SkinPigmentation	Asthma	0.357143	0.229885	1	4	3
SkinPigmentation	CarcinomaBasalCell	0.357143	0.329412	6	9	3
SkinPigmentation	CarcinomaSquamousCell	0.357143	0.258065	4	7	3
SkinPigmentation	EyeColor	0.357143	0.25	4	7	3
SkinPigmentation	Eyebrows	0.357143	0.171429	3	6	3
SkinPigmentation	HairColor	0.357143	0.15	6	9	3
SkinPigmentation	Skin	0.357143	0.428571	2	5	3
SkinPigmentation	SkinPigmentation	0.357143	0.357143	9	14	5
SkinPigmentation	Suntan	0.357143	0.2	6	9	3
SkinPigmentation	Toluene24_Diisocyanate	0.357143	0.357143	1	4	3
SkinPigmentation	Vitiligo	0.357143	0.0862069	2	5	3
Smoking	3_hydroxy_1_methylpropylmercapturicacid	0.258824	0.166667	48	60	12
Smoking	AgeofOnset	0.258824	0.297297	3	5	2
Smoking	Alopecia	0.258824	0.210526	4	7	3
Smoking	AlzheimerDisease	0.258824	0.246154	4	7	3
Smoking	AminoAcids	0.258824	0.147059	1	2	1
Smoking	ArthritisRheumatoid	0.258824	0.208633	2	4	2
Smoking	BloodCells	0.258824	0.285714	1	2	1
Smoking	BloodPressure	0.258824	0.289116	14	21	7
Smoking	BodyHeight	0.258824	0.339093	6	11	5
Smoking	BodyMassIndex	0.258824	0.365989	10	21	11
Smoking	BodyWeight	0.258824	0.335878	7	9	2
Smoking	BoneDensity	0.258824	0.231405	5	8	3
Smoking	Breast	0.258824	0.357143	1	4	3
Smoking	BreastNeoplasms	0.258824	0.298319	3	6	3
Smoking	BronchodilatorAgents	0.258824	0.172932	19	22	3
Smoking	CarotidArteryDiseases	0.258824	0.266667	1	2	1
Smoking	Chin	0.258824	0.0833333	2	3	1
Smoking	CholesterolHDL	0.258824	0.253472	8	10	2
Smoking	CholesterolLDL	0.258824	0.366102	8	10	2
Smoking	CircadianRhythm	0.258824	0.0857143	1	2	1
Smoking	CleftLip	0.258824	0.40625	2	3	1
Smoking	CleftPalate	0.258824	0.419355	2	3	1
Smoking	CoronaryArteryDisease	0.258824	0.5	1	2	1
Smoking	CoronaryDisease	0.258824	0.338983	1	2	1
Smoking	Creutzfeldt_JakobSyndrome	0.258824	0.333333	1	2	1
Smoking	CysticFibrosis	0.258824	0.181818	1	2	1
Smoking	DNAMethylation	0.258824	0.111111	2	3	1
Smoking	DeathSuddenCardiac	0.258824	0.142857	4	7	3
Smoking	DupuytrenContracture	0.258824	0.5	1	3	2
Smoking	Education	0.258824	0.317881	5	9	4
Smoking	EicosapentaenoicAcid	0.258824	0.285714	1	4	3
Smoking	Electrocardiography	0.258824	0.3	3	4	1
Smoking	Emphysema	0.258824	0.166667	3	4	1
Smoking	Endometriosis	0.258824	0.333333	1	2	1
Smoking	EsophagealNeoplasms	0.258824	0.230769	2	5	3
Smoking	EsophagealSquamousCellCarcinoma	0.258824	0.173913	2	5	3
Smoking	FollicleStimulatingHormone	0.258824	0.230769	1	2	1
Smoking	ForcedExpiratoryVolume	0.258824	0.181818	16	18	2
Smoking	FracturesBone	0.258824	0.333333	1	4	3
Smoking	GastrointestinalMicrobiome	0.258824	0.240506	5	7	2
Smoking	Glucose	0.258824	0.244898	1	2	1
Smoking	HemoglobinAGlycosylated	0.258824	0.285714	1	2	1
Smoking	Hip	0.258824	0.439114	6	9	3
Smoking	HirschsprungDisease	0.258824	0.2	1	2	1
Smoking	Hypothyroidism	0.258824	0.192308	2	3	1
Smoking	Insulin	0.258824	0.0882353	3	4	1
Smoking	Lipoproteins	0.258824	0.727273	2	3	1
Smoking	LungDiseases	0.258824	0.142857	1	2	1
Smoking	LungVolumeMeasurements	0.258824	0.219178	18	21	3
Smoking	MacularDegeneration	0.258824	0.454545	2	3	1
Smoking	MentalDisorders	0.258824	0.478261	1	7	6
Smoking	Mortality	0.258824	0.23913	1	2	1
Smoking	MouthAbnormalities	0.258824	0.3125	1	2	1
Smoking	MyastheniaGravis	0.258824	0.2	1	2	1
Smoking	MyocardialInfarction	0.258824	0.418182	1	2	1
Smoking	Myopia	0.258824	0.52381	1	12	11
Smoking	PlateletFunctionTests	0.258824	0.321212	16	22	6
Smoking	Pneumoconiosis	0.258824	0.666667	2	3	1
Smoking	PulmonaryArtery	0.258824	0.25	2	3	1
Smoking	PulmonaryDiseaseChronicObstructive	0.258824	0.0909091	19	20	1
Smoking	RefractionOcular	0.258824	0.0666667	1	2	1
Smoking	ReproductiveBehavior	0.258824	0.0909091	1	4	3
Smoking	SiliconCompounds	0.258824	0.666667	2	3	1
Smoking	Sleep	0.258824	0.125	2	3	1
Smoking	Smoking	0.258824	0.258824	123	170	47
Smoking	TakotsuboCardiomyopathy	0.258824	0.5	1	2	1
Smoking	ThyroidNeoplasms	0.258824	0.444444	1	2	1
Smoking	Thyrotropin	0.258824	0.125	1	2	1
Smoking	Tonsillectomy	0.258824	0.128571	1	3	2
Smoking	UricAcid	0.258824	0.325581	6	8	2
Smoking	VaccinePotency	0.258824	0.49375	4	7	3
Smoking	VitaminD	0.258824	0.266667	2	5	3
Smoking	WaistCircumference	0.258824	0.571429	2	13	11
Smoking	WetMacularDegeneration	0.258824	0.453125	2	3	1
Smoking	dimethylarginine	0.258824	0.5	1	2	1
Smoking	temozolomide	0.258824	0.5	1	2	1
SmokingCessation	PulmonaryDiseaseChronicObstructive	0.25	0.0909091	1	2	1
SmokingCessation	SmokingCessation	0.25	0.25	3	4	1
SmokingCessation	Urinalysis	0.25	0.166667	1	2	1
Sphingolipids	Sphingolipids	0.25	0.25	11	12	1
SpondylitisAnkylosing	ArthritisJuvenile	0.295455	0.444444	21	34	13
SpondylitisAnkylosing	Asthma	0.295455	0.229885	1	5	4
SpondylitisAnkylosing	AutoimmuneDiseases	0.295455	0.346939	21	34	13
SpondylitisAnkylosing	BehcetSyndrome	0.295455	0.0909091	3	4	1
SpondylitisAnkylosing	BodyMassIndex	0.295455	0.365989	2	6	4
SpondylitisAnkylosing	CeliacDisease	0.295455	0.3125	21	34	13
SpondylitisAnkylosing	ChemokineCCL2	0.295455	0.111111	1	2	1
SpondylitisAnkylosing	ColitisUlcerative	0.295455	0.298507	23	36	13
SpondylitisAnkylosing	CommonVariableImmunodeficiency	0.295455	0.382353	21	34	13
SpondylitisAnkylosing	CornealTopography	0.295455	0.632353	1	5	4
SpondylitisAnkylosing	CoronaryArteryDisease	0.295455	0.5	1	5	4
SpondylitisAnkylosing	CoronaryDisease	0.295455	0.338983	1	5	4
SpondylitisAnkylosing	CrohnDisease	0.295455	0.254826	24	37	13
SpondylitisAnkylosing	DiabetesMellitusType1	0.295455	0.264706	22	35	13
SpondylitisAnkylosing	GlomerulonephritisIGA	0.295455	0.09375	1	2	1
SpondylitisAnkylosing	Hypersensitivity	0.295455	0.309524	3	7	4
SpondylitisAnkylosing	InflammatoryBowelDiseases	0.295455	0.301471	15	26	11
SpondylitisAnkylosing	LungVolumeMeasurements	0.295455	0.219178	1	5	4
SpondylitisAnkylosing	LupusErythematosusSystemic	0.295455	0.255605	22	35	13
SpondylitisAnkylosing	Menarche	0.295455	0.189394	1	2	1
SpondylitisAnkylosing	MyeloproliferativeDisorders	0.295455	0.714286	1	6	5
SpondylitisAnkylosing	MyocardialInfarction	0.295455	0.418182	1	5	4
SpondylitisAnkylosing	Psoriasis	0.295455	0.222222	23	36	13
SpondylitisAnkylosing	RhinitisAllergicSeasonal	0.295455	0.285714	1	5	4
SpondylitisAnkylosing	SpondylitisAnkylosing	0.295455	0.295455	30	44	14
SpondylitisAnkylosing	ThyroidDiseases	0.295455	0.333333	21	34	13
SpondylitisAnkylosing	ThyroidNeoplasms	0.295455	0.444444	1	5	4
SpondylitisAnkylosing	UveomeningoencephaliticSyndrome	0.295455	0.0625	1	2	1
SpondylitisAnkylosing	WaistCircumference	0.295455	0.571429	1	5	4
StomachNeoplasms	Magnesium	0.3	0.347826	1	2	1
StomachNeoplasms	StomachNeoplasms	0.3	0.3	8	10	2
SurveysandQuestionnaires	SurveysandQuestionnaires	0.333333	0.333333	2	3	1
TakotsuboCardiomyopathy	AgeofOnset	0.5	0.297297	1	2	1
TakotsuboCardiomyopathy	AlzheimerDisease	0.5	0.246154	1	2	1
TakotsuboCardiomyopathy	BodyWeight	0.5	0.335878	1	2	1
TakotsuboCardiomyopathy	CholesterolHDL	0.5	0.253472	1	2	1
TakotsuboCardiomyopathy	CholesterolLDL	0.5	0.366102	1	2	1
TakotsuboCardiomyopathy	FollicleStimulatingHormone	0.5	0.230769	1	2	1
TakotsuboCardiomyopathy	Hip	0.5	0.439114	1	2	1
TakotsuboCardiomyopathy	PlateletFunctionTests	0.5	0.321212	1	2	1
TakotsuboCardiomyopathy	Smoking	0.5	0.258824	1	2	1
TakotsuboCardiomyopathy	TakotsuboCardiomyopathy	0.5	0.5	1	2	1
Telomere	Telomere	0.4	0.4	3	5	2
TesticularGermCellTumor	AlzheimerDisease	0.3	0.246154	1	4	3
TesticularGermCellTumor	Menarche	0.3	0.189394	1	4	3
TesticularGermCellTumor	TesticularGermCellTumor	0.3	0.3	7	10	3
TetralogyofFallot	AlanineTransaminase	0.5	0.1	1	2	1
TetralogyofFallot	ArterialPressure	0.5	0.176471	1	2	1
TetralogyofFallot	BloodPressure	0.5	0.289116	1	2	1
TetralogyofFallot	BodyHeight	0.5	0.339093	1	3	2
TetralogyofFallot	C_ReactiveProtein	0.5	0.11194	1	2	1
TetralogyofFallot	Cholesterol	0.5	0.231527	1	2	1
TetralogyofFallot	CholesterolHDL	0.5	0.253472	1	3	2
TetralogyofFallot	CholesterolLDL	0.5	0.366102	1	2	1
TetralogyofFallot	CoronaryDisease	0.5	0.338983	1	2	1
TetralogyofFallot	Echocardiography	0.5	0.349398	1	3	2
TetralogyofFallot	Hematocrit	0.5	0.317073	1	2	1
TetralogyofFallot	Hemoglobins	0.5	0.35	1	2	1
TetralogyofFallot	Lipids	0.5	0.303571	1	3	2
TetralogyofFallot	LiverCirrhosisBiliary	0.5	0.216667	1	2	1
TetralogyofFallot	MotorActivity	0.5	0.666667	1	3	2
TetralogyofFallot	MyocardialInfarction	0.5	0.418182	1	2	1
TetralogyofFallot	NephroticSyndrome	0.5	0.666667	1	3	2
TetralogyofFallot	Stroke	0.5	0.178571	1	2	1
TetralogyofFallot	TetralogyofFallot	0.5	0.5	3	6	3
Thrombosis	CholesterolHDL	0.25	0.253472	1	2	1
Thrombosis	Fibrinogen	0.25	0.204819	2	3	1
Thrombosis	HematologicTests	0.25	0.25	2	3	1
Thrombosis	Hippocampus	0.25	0.0909091	1	2	1
Thrombosis	InflammatoryBowelDiseases	0.25	0.301471	1	2	1
Thrombosis	OpticDisk	0.25	0.446809	1	2	1
Thrombosis	PartialThromboplastinTime	0.25	0.307692	1	2	1
Thrombosis	PlateletFunctionTests	0.25	0.321212	1	2	1
Thrombosis	PulmonaryEmbolism	0.25	0.25	9	12	3
Thrombosis	Stroke	0.25	0.178571	9	12	3
Thrombosis	Thrombosis	0.25	0.25	9	12	3
Thrombosis	VenousThromboembolism	0.25	0.125	9	12	3
Thrombosis	fibrinogenDfragment	0.25	0.444444	2	4	2
ThyroidDiseases	ArthritisJuvenile	0.333333	0.444444	21	34	13
ThyroidDiseases	Asthma	0.333333	0.229885	2	6	4
ThyroidDiseases	AutoimmuneDiseases	0.333333	0.346939	22	35	13
ThyroidDiseases	BehcetSyndrome	0.333333	0.0909091	1	2	1
ThyroidDiseases	BodyMassIndex	0.333333	0.365989	2	6	4
ThyroidDiseases	CeliacDisease	0.333333	0.3125	21	34	13
ThyroidDiseases	ChemokineCCL2	0.333333	0.111111	1	2	1
ThyroidDiseases	ColitisUlcerative	0.333333	0.298507	22	35	13
ThyroidDiseases	CommonVariableImmunodeficiency	0.333333	0.382353	21	34	13
ThyroidDiseases	CornealTopography	0.333333	0.632353	1	5	4
ThyroidDiseases	CoronaryArteryDisease	0.333333	0.5	1	5	4
ThyroidDiseases	CoronaryDisease	0.333333	0.338983	1	5	4
ThyroidDiseases	CrohnDisease	0.333333	0.254826	23	36	13
ThyroidDiseases	DiabetesMellitusType1	0.333333	0.264706	27	40	13
ThyroidDiseases	DocosahexaenoicAcids	0.333333	0.25	1	2	1
ThyroidDiseases	GlomerulonephritisIGA	0.333333	0.09375	2	4	2
ThyroidDiseases	GravesDisease	0.333333	0.133333	3	4	1
ThyroidDiseases	HashimotoDisease	0.333333	0.5	1	2	1
ThyroidDiseases	Hypersensitivity	0.333333	0.309524	2	6	4
ThyroidDiseases	Hypothyroidism	0.333333	0.192308	2	3	1
ThyroidDiseases	InflammatoryBowelDiseases	0.333333	0.301471	15	26	11
ThyroidDiseases	LungVolumeMeasurements	0.333333	0.219178	2	6	4
ThyroidDiseases	LupusErythematosusSystemic	0.333333	0.255605	25	38	13
ThyroidDiseases	Menarche	0.333333	0.189394	1	2	1
ThyroidDiseases	MyeloproliferativeDisorders	0.333333	0.714286	1	6	5
ThyroidDiseases	MyocardialInfarction	0.333333	0.418182	1	5	4
ThyroidDiseases	Psoriasis	0.333333	0.222222	22	35	13
ThyroidDiseases	RhinitisAllergicSeasonal	0.333333	0.285714	1	5	4
ThyroidDiseases	SpondylitisAnkylosing	0.333333	0.295455	21	34	13
ThyroidDiseases	ThyroidDiseases	0.333333	0.333333	28	42	14
ThyroidDiseases	ThyroidNeoplasms	0.333333	0.444444	1	5	4
ThyroidDiseases	Thyrotropin	0.333333	0.125	1	2	1
ThyroidDiseases	UveomeningoencephaliticSyndrome	0.333333	0.0625	1	2	1
ThyroidDiseases	WaistCircumference	0.333333	0.571429	1	5	4
ThyroidNeoplasms	AlzheimerDisease	0.444444	0.246154	1	2	1
ThyroidNeoplasms	ArthritisJuvenile	0.444444	0.444444	1	5	4
ThyroidNeoplasms	Asthma	0.444444	0.229885	1	5	4
ThyroidNeoplasms	AutoimmuneDiseases	0.444444	0.346939	1	5	4
ThyroidNeoplasms	BodyMassIndex	0.444444	0.365989	1	5	4
ThyroidNeoplasms	CeliacDisease	0.444444	0.3125	1	5	4
ThyroidNeoplasms	Chin	0.444444	0.0833333	1	2	1
ThyroidNeoplasms	CircadianRhythm	0.444444	0.0857143	1	2	1
ThyroidNeoplasms	CleftLip	0.444444	0.40625	1	2	1
ThyroidNeoplasms	CleftPalate	0.444444	0.419355	1	2	1
ThyroidNeoplasms	ColitisUlcerative	0.444444	0.298507	1	5	4
ThyroidNeoplasms	CommonVariableImmunodeficiency	0.444444	0.382353	1	5	4
ThyroidNeoplasms	CornealTopography	0.444444	0.632353	1	5	4
ThyroidNeoplasms	CoronaryArteryDisease	0.444444	0.5	1	5	4
ThyroidNeoplasms	CoronaryDisease	0.444444	0.338983	1	5	4
ThyroidNeoplasms	CrohnDisease	0.444444	0.254826	1	5	4
ThyroidNeoplasms	DiabetesMellitusType1	0.444444	0.264706	1	5	4
ThyroidNeoplasms	Electrocardiography	0.444444	0.3	1	2	1
ThyroidNeoplasms	Emphysema	0.444444	0.166667	1	2	1
ThyroidNeoplasms	Hip	0.444444	0.439114	1	2	1
ThyroidNeoplasms	HirschsprungDisease	0.444444	0.2	1	2	1
ThyroidNeoplasms	Hypersensitivity	0.444444	0.309524	1	5	4
ThyroidNeoplasms	Hypothyroidism	0.444444	0.192308	1	2	1
ThyroidNeoplasms	InflammatoryBowelDiseases	0.444444	0.301471	1	5	4
ThyroidNeoplasms	Insulin	0.444444	0.0882353	1	2	1
ThyroidNeoplasms	LungVolumeMeasurements	0.444444	0.219178	1	5	4
ThyroidNeoplasms	LupusErythematosusSystemic	0.444444	0.255605	1	5	4
ThyroidNeoplasms	MouthAbnormalities	0.444444	0.3125	1	2	1
ThyroidNeoplasms	MyocardialInfarction	0.444444	0.418182	1	5	4
ThyroidNeoplasms	Psoriasis	0.444444	0.222222	1	5	4
ThyroidNeoplasms	RhinitisAllergicSeasonal	0.444444	0.285714	1	5	4
ThyroidNeoplasms	Smoking	0.444444	0.258824	1	2	1
ThyroidNeoplasms	SpondylitisAnkylosing	0.444444	0.295455	1	5	4
ThyroidNeoplasms	ThyroidDiseases	0.444444	0.333333	1	5	4
ThyroidNeoplasms	ThyroidNeoplasms	0.444444	0.444444	4	9	5
ThyroidNeoplasms	Thyrotropin	0.444444	0.125	1	2	1
ThyroidNeoplasms	WaistCircumference	0.444444	0.571429	1	5	4
TissuePlasminogenActivator	TissuePlasminogenActivator	0.333333	0.333333	2	3	1
Toluene24_Diisocyanate	AdrenalCortexHormones	0.357143	0.166667	1	2	1
Toluene24_Diisocyanate	AgeofOnset	0.357143	0.297297	1	4	3
Toluene24_Diisocyanate	AlzheimerDisease	0.357143	0.246154	2	6	4
Toluene24_Diisocyanate	Asthma	0.357143	0.229885	10	14	4
Toluene24_Diisocyanate	CarcinomaBasalCell	0.357143	0.329412	1	4	3
Toluene24_Diisocyanate	CarcinomaSquamousCell	0.357143	0.258065	1	4	3
Toluene24_Diisocyanate	EyeColor	0.357143	0.25	1	4	3
Toluene24_Diisocyanate	Eyebrows	0.357143	0.171429	1	4	3
Toluene24_Diisocyanate	HairColor	0.357143	0.15	1	4	3
Toluene24_Diisocyanate	Skin	0.357143	0.428571	1	4	3
Toluene24_Diisocyanate	SkinPigmentation	0.357143	0.357143	1	4	3
Toluene24_Diisocyanate	Suntan	0.357143	0.2	1	4	3
Toluene24_Diisocyanate	Toluene24_Diisocyanate	0.357143	0.357143	10	14	4
Toluene24_Diisocyanate	Triglycerides	0.357143	0.279279	1	2	1
Toluene24_Diisocyanate	Vitiligo	0.357143	0.0862069	1	4	3
TouretteSyndrome	BodyHeight	0.916667	0.339093	1	12	11
TouretteSyndrome	TouretteSyndrome	0.916667	0.916667	1	12	11
Transplants	BronchodilatorAgents	0.551724	0.172932	2	3	1
Transplants	Creatinine	0.551724	0.324675	1	8	7
Transplants	ForcedExpiratoryVolume	0.551724	0.181818	2	9	7
Transplants	Genotype	0.551724	0.333333	2	3	1
Transplants	GlomerularFiltrationRate	0.551724	0.288889	1	8	7
Transplants	LungVolumeMeasurements	0.551724	0.219178	2	3	1
Transplants	MeanPlateletVolume	0.551724	0.236842	1	2	1
Transplants	MentalDisorders	0.551724	0.478261	1	8	7
Transplants	PlateletAggregation	0.551724	0.5	1	8	7
Transplants	PlateletFunctionTests	0.551724	0.321212	2	3	1
Transplants	Schizophrenia	0.551724	0.396783	1	2	1
Transplants	Transplants	0.551724	0.551724	13	29	16
Transplants	thyroidmicrosomalantibodies	0.551724	0.142857	1	2	1
Triglycerides	1_Alkyl_2_acetylglycerophosphocholineEsterase	0.279279	0.333333	5	8	3
Triglycerides	AcquiredImmunodeficiencySyndrome	0.279279	0.0263158	36	37	1
Triglycerides	Adiponectin	0.279279	0.111111	4	5	1
Triglycerides	AdrenalCortexHormones	0.279279	0.166667	1	2	1
Triglycerides	AgeofOnset	0.279279	0.297297	5	17	12
Triglycerides	Agranulocytosis	0.279279	0.0169492	36	37	1
Triglycerides	AlzheimerDisease	0.279279	0.246154	10	25	15
Triglycerides	Amyloidbeta_Peptides	0.279279	0.2	3	4	1
Triglycerides	AmyloidosisCerebralwithSpongiformEncephalopathy	0.279279	0.125	1	2	1
Triglycerides	Anthropometry	0.279279	0.2	1	2	1
Triglycerides	ApolipoproteinsB	0.279279	0.166667	2	3	1
Triglycerides	ApolipoproteinsE	0.279279	0.6	1	2	1
Triglycerides	ArthritisPsoriatic	0.279279	0.0181818	36	37	1
Triglycerides	Asthma	0.279279	0.229885	43	49	6
Triglycerides	AtrialFibrillation	0.279279	0.229167	27	37	10
Triglycerides	AttentionDeficitDisorderwithHyperactivity	0.279279	0.272727	1	2	1
Triglycerides	AudiometryPure_Tone	0.279279	0.318182	2	4	2
