Trait1	Trait2	RatioModified1	RatioModified2	OverlapProteins	OverlapProteoforms	Type
Schizophrenia	LanguageDisorders	0.396783	0	1	0	sep
Schizophrenia	Lip	0.396783	0	1	0	sep
Schizophrenia	LupusErythematosusCutaneous	0.396783	0.2	1	0	sep
Schizophrenia	LupusNephritis	0.396783	0	1	0	sep
Schizophrenia	Menopause	0.396783	0.0909091	2	0	sep
Schizophrenia	MentalCompetency	0.396783	0.214286	1	0	sep
Schizophrenia	MentalProcesses	0.396783	0	1	0	sep
Schizophrenia	Methotrexate	0.396783	0	1	0	sep
Schizophrenia	MitralValveProlapse	0.396783	0	1	0	sep
Schizophrenia	MotionSickness	0.396783	0	1	0	sep
Schizophrenia	MouthNeoplasms	0.396783	0	1	0	sep
Schizophrenia	MultipleMyeloma	0.396783	0.153846	1	0	sep
Schizophrenia	NeurodegenerativeDiseases	0.396783	0	1	0	sep
Schizophrenia	NeuropsychologicalTests	0.396783	0	1	0	sep
Schizophrenia	Obesity	0.396783	0.176471	2	0	sep
Schizophrenia	Odontogenesis	0.396783	0.166667	1	0	sep
Schizophrenia	OropharyngealNeoplasms	0.396783	0	1	0	sep
Schizophrenia	P_Selectin	0.396783	0	1	0	sep
Schizophrenia	PaliperidonePalmitate	0.396783	0.166667	6	0	sep
Schizophrenia	PapillomavirusVaccines	0.396783	0	1	0	sep
Schizophrenia	PeanutHypersensitivity	0.396783	0	1	0	sep
Schizophrenia	PharyngealNeoplasms	0.396783	0	1	0	sep
Schizophrenia	Purines	0.396783	0	1	0	sep
Schizophrenia	ReceptorsTransferrin	0.396783	0	1	0	sep
Schizophrenia	RefractionOcular	0.396783	0.0666667	1	0	sep
Schizophrenia	RefractiveErrors	0.396783	0.157895	1	0	sep
Schizophrenia	ReproductiveBehavior	0.396783	0.0909091	1	0	sep
Schizophrenia	Selenium	0.396783	0.25	1	0	sep
Schizophrenia	Sleep	0.396783	0.125	1	0	sep
Schizophrenia	SulfonylureaCompounds	0.396783	0.2	1	0	sep
Schizophrenia	SurveysandQuestionnaires	0.396783	0.333333	1	0	sep
Schizophrenia	Toluene24_Diisocyanate	0.396783	0.357143	1	0	sep
Schizophrenia	Transferrin	0.396783	0.230769	1	0	sep
Schizophrenia	Trypanosomacruzi	0.396783	0.690141	1	0	sep
Schizophrenia	TyphoidFever	0.396783	0	1	0	sep
Schizophrenia	UricAcid	0.396783	0.325581	2	0	sep
Schizophrenia	VitalCapacity	0.396783	0	1	0	sep
Schizophrenia	VitaminD	0.396783	0.266667	1	0	sep
Schizophrenia	WernickeArea	0.396783	0	2	0	sep
Schizophrenia	WhiteMatter	0.396783	0.190476	1	0	sep
Schizophrenia	YangDeficiency	0.396783	0	1	0	sep
Schizophrenia	alpha_Tocopherol	0.396783	0	1	0	sep
Schizophrenia	lipoproteinA_I	0.396783	0.227273	1	0	sep
Schizophrenia	pazopanib	0.396783	0	1	0	sep
Schizophrenia	sRAGEproteinhuman	0.396783	0	1	0	sep
Schizophrenia	tauProteins	0.396783	0.642857	1	2	opo
Schizophrenia	thyroidmicrosomalantibodies	0.396783	0.142857	1	0	sep
Schizophrenia	zileuton	0.396783	0	1	0	sep
Selenium	ArterialPressure	0.25	0.176471	1	0	sep
Selenium	Cholesterol	0.25	0.231527	1	0	sep
Selenium	ClinicalLaboratoryTechniques	0.25	0.2	1	0	sep
Selenium	Ferritins	0.25	0	2	0	sep
Selenium	Homocysteine	0.25	0.166667	1	0	sep
Selenium	Hypertension	0.25	0.0857143	1	0	sep
Selenium	InsulinResistance	0.25	0.135135	1	0	sep
Selenium	ReceptorsTransferrin	0.25	0	1	0	sep
Selenium	Urine	0.25	0.125	1	0	sep
Selenium	hemoglobinA1cproteinhuman	0.25	0.0526316	2	0	sep
SerologicTests	ChlamydialPneumonia	0.4	0	2	0	sep
SerumGlobulins	BloodProteins	0.333333	0.153846	1	0	sep
SerumGlobulins	GlomerulonephritisIGA	0.333333	0.09375	1	0	sep
SerumGlobulins	ImmunoglobulinG	0.333333	0	1	0	sep
SerumGlobulins	MultipleMyeloma	0.333333	0.153846	1	0	sep
SerumGlobulins	Proteins	0.333333	0.122449	1	0	sep
SexHormone_BindingGlobulin	AcuteCoronarySyndrome	0.659091	0.1	1	0	sep
SexHormone_BindingGlobulin	AlcoholDrinking	0.659091	0.189189	1	0	sep
SexHormone_BindingGlobulin	AlkalinePhosphatase	0.659091	0.1875	1	0	sep
SexHormone_BindingGlobulin	AminoAcids	0.659091	0.147059	1	0	sep
SexHormone_BindingGlobulin	AntineoplasticAgents	0.659091	0.105263	1	0	sep
SexHormone_BindingGlobulin	Asthma	0.659091	0.229885	1	0	sep
SexHormone_BindingGlobulin	AtrialFibrillation	0.659091	0.229167	1	0	sep
SexHormone_BindingGlobulin	Bilirubin	0.659091	0.142857	1	0	sep
SexHormone_BindingGlobulin	Blood	0.659091	0	1	0	sep
SexHormone_BindingGlobulin	BloodProteins	0.659091	0.153846	1	0	sep
SexHormone_BindingGlobulin	C_Peptide	0.659091	0	1	0	sep
SexHormone_BindingGlobulin	C_ReactiveProtein	0.659091	0.11194	2	0	sep
SexHormone_BindingGlobulin	Calcium	0.659091	0	1	0	sep
SexHormone_BindingGlobulin	ChagasCardiomyopathy	0.659091	0	1	0	sep
SexHormone_BindingGlobulin	Cholesterol	0.659091	0.231527	1	0	sep
SexHormone_BindingGlobulin	ClinicalLaboratoryTechniques	0.659091	0.2	1	0	sep
SexHormone_BindingGlobulin	DiabetesMellitus	0.659091	0.244444	1	0	sep
SexHormone_BindingGlobulin	Dihydrotestosterone	0.659091	0	2	0	sep
SexHormone_BindingGlobulin	EsophagealSquamousCellCarcinoma	0.659091	0.173913	1	0	sep
SexHormone_BindingGlobulin	FattyAcidsOmega_6	0.659091	0	1	0	sep
SexHormone_BindingGlobulin	Fibrinogen	0.659091	0.204819	1	0	sep
SexHormone_BindingGlobulin	Gallstones	0.659091	0	1	0	sep
SexHormone_BindingGlobulin	GlomerulonephritisIGA	0.659091	0.09375	1	0	sep
SexHormone_BindingGlobulin	Glucose	0.659091	0.244898	1	0	sep
SexHormone_BindingGlobulin	GlucoseToleranceTest	0.659091	0.166667	1	0	sep
SexHormone_BindingGlobulin	HeartFailure	0.659091	0.209302	1	0	sep
SexHormone_BindingGlobulin	HydroxymethylglutarylCoAReductases	0.659091	0.166667	1	0	sep
SexHormone_BindingGlobulin	Hypertriglyceridemia	0.659091	0.214286	1	0	sep
SexHormone_BindingGlobulin	Insulin	0.659091	0.0882353	1	0	sep
SexHormone_BindingGlobulin	InsulinResistance	0.659091	0.135135	1	0	sep
SexHormone_BindingGlobulin	Insulin_LikeGrowthFactorI	0.659091	0.166667	1	0	sep
SexHormone_BindingGlobulin	Lactation	0.659091	0	1	0	sep
SexHormone_BindingGlobulin	Leptin	0.659091	0.142857	1	0	sep
SexHormone_BindingGlobulin	Leukocytes	0.659091	0.0136986	1	0	sep
SexHormone_BindingGlobulin	LiverDiseases	0.659091	0.2	1	0	sep
SexHormone_BindingGlobulin	Mannose	0.659091	0	1	0	sep
SexHormone_BindingGlobulin	MeanPlateletVolume	0.659091	0.236842	1	0	sep
SexHormone_BindingGlobulin	MemoryShort_Term	0.659091	0	1	0	sep
SexHormone_BindingGlobulin	Methotrexate	0.659091	0	1	0	sep
SexHormone_BindingGlobulin	Mortality	0.659091	0.23913	1	0	sep
SexHormone_BindingGlobulin	Neoplasms	0.659091	0.207547	1	0	sep
SexHormone_BindingGlobulin	Obesity	0.659091	0.176471	1	0	sep
SexHormone_BindingGlobulin	Osteoporosis	0.659091	0.0666667	1	0	sep
SexHormone_BindingGlobulin	Phospholipids	0.659091	0.047619	1	0	sep
SexHormone_BindingGlobulin	PlateletCount	0.659091	0.150943	2	0	sep
SexHormone_BindingGlobulin	Proteins	0.659091	0.122449	1	0	sep
SexHormone_BindingGlobulin	Psoriasis	0.659091	0.222222	1	0	sep
SexHormone_BindingGlobulin	RenalInsufficiencyChronic	0.659091	0.125	1	0	sep
SexHormone_BindingGlobulin	SerumAlbumin	0.659091	0	1	0	sep
SexHormone_BindingGlobulin	Stroke	0.659091	0.178571	2	0	sep
SexHormone_BindingGlobulin	Testosterone	0.659091	0	3	0	sep
SexHormone_BindingGlobulin	Ticagrelor	0.659091	0	1	0	sep
SexHormone_BindingGlobulin	Triglycerides	0.659091	0.279279	2	0	sep
SexHormone_BindingGlobulin	Trypanosomacruzi	0.659091	0.690141	1	0	sep
SexHormone_BindingGlobulin	UricAcid	0.659091	0.325581	1	0	sep
SexHormone_BindingGlobulin	VascularCalcification	0.659091	0.232558	1	0	sep
SexHormone_BindingGlobulin	VascularEndothelialGrowthFactors	0.659091	0.25	1	0	sep
SexHormone_BindingGlobulin	alpha1_Antitrypsin	0.659091	0	1	0	sep
SexHormone_BindingGlobulin	docosapentaenoicacid	0.659091	0	1	0	sep
SexHormone_BindingGlobulin	gamma_Glutamyltransferase	0.659091	0.153846	1	0	sep
SexualDysfunctionsPsychological	ArthritisRheumatoid	0.25	0.208633	1	0	sep
SexualDysfunctionsPsychological	BronchodilatorAgents	0.25	0.172932	1	0	sep
SexualDysfunctionsPsychological	DrugResistance	0.25	0.111111	1	0	sep
SexualDysfunctionsPsychological	ExerciseTest	0.25	0.153846	1	0	sep
SexualDysfunctionsPsychological	ForcedExpiratoryVolume	0.25	0.181818	1	0	sep
SexualDysfunctionsPsychological	HemoglobinA2	0.25	0.0714286	1	0	sep
SexualDysfunctionsPsychological	Lip	0.25	0	1	0	sep
SexualDysfunctionsPsychological	LipoproteinsVLDL	0.25	0.196429	1	0	sep
SexualDysfunctionsPsychological	LungVolumeMeasurements	0.25	0.219178	1	0	sep
Skin	Homocysteine	0.428571	0.166667	1	0	sep
Skin	Melanosis	0.428571	0	2	0	sep
Skin	SkinNeoplasms	0.428571	0	1	0	sep
Skin	Sunburn	0.428571	0	1	0	sep
SkinPigmentation	Alopecia	0.357143	0.210526	1	0	sep
SkinPigmentation	ArthritisRheumatoid	0.357143	0.208633	2	0	sep
SkinPigmentation	HodgkinDisease	0.357143	0.108108	2	0	sep
SkinPigmentation	LeukemiaLymphocyticChronicB_Cell	0.357143	0.191176	2	0	sep
SkinPigmentation	LipoproteinsVLDL	0.357143	0.196429	1	0	sep
SkinPigmentation	LymphomaLargeB_CellDiffuse	0.357143	0.0238095	2	0	sep
SkinPigmentation	Melanosis	0.357143	0	4	0	sep
SkinPigmentation	MultipleMyeloma	0.357143	0.153846	2	0	sep
SkinPigmentation	Psoriasis	0.357143	0.222222	1	0	sep
SkinPigmentation	Sunburn	0.357143	0	2	0	sep
SkinPigmentation	SupranuclearPalsyProgressive	0.357143	0	1	0	sep
Smoking	AcuteKidneyInjury	0.258824	0	1	0	sep
Smoking	Adiponectin	0.258824	0.111111	1	0	sep
Smoking	Age_RelatedHearingImpairment1	0.258824	0.234375	3	0	sep
Smoking	AlcoholDrinking	0.258824	0.189189	1	0	sep
Smoking	AlkalinePhosphatase	0.258824	0.1875	1	0	sep
Smoking	Angiotensin_ConvertingEnzymeInhibitors	0.258824	0.0909091	1	0	sep
Smoking	Anti_NeutrophilCytoplasmicAntibody_AssociatedVasculitis	0.258824	0.08	1	0	sep
Smoking	AntipsychoticAgents	0.258824	0.111111	1	0	sep
Smoking	ApolipoproteinsB	0.258824	0.166667	1	0	sep
Smoking	ArterialPressure	0.258824	0.176471	1	0	sep
Smoking	Asthma	0.258824	0.229885	1	0	sep
Smoking	Biomarkers	0.258824	0.130435	1	0	sep
Smoking	BloodCirculation	0.258824	0	1	0	sep
Smoking	BloodUreaNitrogen	0.258824	0.111111	1	0	sep
Smoking	BodyWeightChanges	0.258824	0	1	0	sep
Smoking	Braces	0.258824	0	1	0	sep
Smoking	C_ReactiveProtein	0.258824	0.11194	2	0	sep
Smoking	Calcium	0.258824	0	1	0	sep
Smoking	ChemicalandDrugInducedLiverInjury	0.258824	0.1875	1	0	sep
Smoking	ChildDevelopmentDisordersPervasive	0.258824	0.166667	1	0	sep
Smoking	Cholesterol	0.258824	0.231527	2	0	sep
Smoking	CognitionDisorders	0.258824	0.230769	1	0	sep
Smoking	CognitiveDysfunction	0.258824	0.212121	1	0	sep
Smoking	Conotruncalcardiacdefects	0.258824	0	1	0	sep
Smoking	CoronaryArteryBypass	0.258824	0	1	0	sep
Smoking	DDT	0.258824	0	1	0	sep
Smoking	DiabetesMellitusType2	0.258824	0.149425	2	0	sep
Smoking	DigestiveSystemNeoplasms	0.258824	0	1	0	sep
Smoking	DrugResistance	0.258824	0.111111	3	0	sep
Smoking	EnergyMetabolism	0.258824	0	1	0	sep
Smoking	Epilepsy	0.258824	0.105263	1	0	sep
Smoking	EpilepsyGeneralized	0.258824	0	2	0	sep
Smoking	Erythrocytes	0.258824	0.111111	1	0	sep
Smoking	Exhalation	0.258824	0	1	0	sep
Smoking	FetalHemoglobin	0.258824	0.0769231	1	0	sep
Smoking	Fibrinogen	0.258824	0.204819	1	0	sep
Smoking	GastricBypass	0.258824	0	1	0	sep
Smoking	HairColor	0.258824	0.15	1	0	sep
Smoking	HodgkinDisease	0.258824	0.108108	1	0	sep
Smoking	Hypertension	0.258824	0.0857143	1	0	sep
Smoking	HypotensionOrthostatic	0.258824	0	1	0	sep
Smoking	InfluenzaAVirusH1N1Subtype	0.258824	0.209302	2	0	sep
Smoking	InsulinResistance	0.258824	0.135135	1	0	sep
Smoking	IntercellularAdhesionMolecule_1	0.258824	0	2	0	sep
Smoking	Interleukin_1beta	0.258824	0	1	0	sep
Smoking	Leprosy	0.258824	0.0425532	1	0	sep
Smoking	LeukemiaLymphocyticChronicB_Cell	0.258824	0.191176	1	0	sep
Smoking	LipoproteinsVLDL	0.258824	0.196429	2	1	opo
Smoking	LungDiseasesInterstitial	0.258824	0.210526	1	0	sep
Smoking	Malaria	0.258824	0.142857	1	0	sep
Smoking	MaximalMidexpiratoryFlowRate	0.258824	0	1	0	sep
Smoking	Menarche	0.258824	0.189394	3	0	sep
Smoking	Menopause	0.258824	0.0909091	2	0	sep
Smoking	MentalCompetency	0.258824	0.214286	1	0	sep
Smoking	MigraineDisorders	0.258824	0.211538	2	0	sep
Smoking	MultipleMyeloma	0.258824	0.153846	1	0	sep
Smoking	MyopiaDegenerative	0.258824	0.173913	1	0	sep
Smoking	NasopharyngealNeoplasms	0.258824	0.038961	1	0	sep
Smoking	Neutrophils	0.258824	0.0612245	1	0	sep
Smoking	Obesity	0.258824	0.176471	1	0	sep
Smoking	Osteoporosis	0.258824	0.0666667	2	0	sep
Smoking	Osteoprotegerin	0.258824	0	1	0	sep
Smoking	Otitis	0.258824	0.24	1	0	sep
Smoking	Paclitaxel	0.258824	0	1	0	sep
Smoking	Personality	0.258824	0	2	0	sep
Smoking	PlateletCount	0.258824	0.150943	1	0	sep
Smoking	Prostate_SpecificAntigen	0.258824	0.230769	1	0	sep
Smoking	Reading	0.258824	0.2	1	0	sep
Smoking	Rest	0.258824	0.2	1	0	sep
Smoking	RestlessLegsSyndrome	0.258824	0	1	0	sep
Smoking	RhinitisAllergic	0.258824	0	1	0	sep
Smoking	Risperidone	0.258824	0.0555556	1	0	sep
Smoking	S_phenyl_N_acetylcysteine	0.258824	0	3	0	sep
Smoking	SevereDengue	0.258824	0	1	0	sep
Smoking	SmokingCessation	0.258824	0.25	1	0	sep
Smoking	StomachNeoplasms	0.258824	0.3	2	0	sep
Smoking	Stroke	0.258824	0.178571	1	0	sep
Smoking	Suntan	0.258824	0.2	1	0	sep
Smoking	TesticularNeoplasms	0.258824	0	1	0	sep
Smoking	Toluene24_Diisocyanate	0.258824	0.357143	1	0	sep
Smoking	Tonsillectomy	0.258824	0.128571	1	2	opo
Smoking	Tooth	0.258824	0.2	1	0	sep
Smoking	TransFattyAcids	0.258824	0	1	0	sep
Smoking	Transplants	0.258824	0.551724	1	0	sep
Smoking	Trypanosomacruzi	0.258824	0.690141	1	0	sep
Smoking	Tuberculosis	0.258824	0.357143	1	0	sep
Smoking	TumorNecrosisFactor_alpha	0.258824	0	1	0	sep
Smoking	UrinaryBladderNeoplasms	0.258824	0.153846	1	0	sep
Smoking	Uteroglobin	0.258824	0	1	0	sep
Smoking	VenousThromboembolism	0.258824	0.125	3	0	sep
Smoking	VitalCapacity	0.258824	0	2	0	sep
Smoking	Waist_HipRatio	0.258824	0.166667	2	1	opo
Smoking	WhiteMatter	0.258824	0.190476	3	0	sep
Smoking	alpha_LinolenicAcid	0.258824	0	1	0	sep
Smoking	docosapentaenoicacid	0.258824	0	1	0	sep
Smoking	gamma_Glutamyltransferase	0.258824	0.153846	3	0	sep
Smoking	gamma_LinolenicAcid	0.258824	0	1	0	sep
Smoking	irinotecan	0.258824	0	1	0	sep
SmokingCessation	BloodCirculation	0.25	0	1	0	sep
SmokingCessation	BoneDensity	0.25	0.231405	1	0	sep
SmokingCessation	Trypanosomacruzi	0.25	0.690141	1	0	sep
Sphingolipids	ArachidonicAcid	0.25	0	1	0	sep
Sphingolipids	ArthritisRheumatoid	0.25	0.208633	1	0	sep
Sphingolipids	AtrialFibrillation	0.25	0.229167	1	0	sep
Sphingolipids	BloodProteins	0.25	0.153846	1	0	sep
Sphingolipids	C_ReactiveProtein	0.25	0.11194	1	0	sep
Sphingolipids	Cholesterol	0.25	0.231527	2	0	sep
Sphingolipids	DiabetesMellitus	0.25	0.244444	1	0	sep
Sphingolipids	DrugResistance	0.25	0.111111	1	0	sep
Sphingolipids	FattyAcids	0.25	0.0909091	3	0	sep
Sphingolipids	FattyAcidsOmega_6	0.25	0	1	0	sep
Sphingolipids	GastroesophagealReflux	0.25	0	1	0	sep
Sphingolipids	Glucose	0.25	0.244898	1	0	sep
Sphingolipids	Glycerophospholipids	0.25	0.2	2	0	sep
Sphingolipids	HeartFailure	0.25	0.209302	1	0	sep
Sphingolipids	HipFractures	0.25	0	1	0	sep
Sphingolipids	InsulinResistance	0.25	0.135135	1	0	sep
Sphingolipids	Insulin_SecretingCells	0.25	0.125	1	0	sep
Sphingolipids	Linoleoyl_CoADesaturase	0.25	0	1	0	sep
Sphingolipids	Menarche	0.25	0.189394	1	0	sep
Sphingolipids	Mortality	0.25	0.23913	1	0	sep
Sphingolipids	MultipleSclerosis	0.25	0.114286	1	0	sep
Sphingolipids	Muscles	0.25	0	1	0	sep
Sphingolipids	Neoplasms	0.25	0.207547	1	0	sep
Sphingolipids	Phospholipids	0.25	0.047619	1	0	sep
Sphingolipids	Rest	0.25	0.2	1	0	sep
Sphingolipids	Stroke	0.25	0.178571	1	0	sep
Sphingolipids	TransFattyAcids	0.25	0	1	0	sep
Sphingolipids	Triglycerides	0.25	0.279279	2	0	sep
Sphingolipids	alpha_LinolenicAcid	0.25	0	2	0	sep
Sphingolipids	docosapentaenoicacid	0.25	0	2	0	sep
Sphingolipids	gamma_LinolenicAcid	0.25	0	1	0	sep
SpondylitisAnkylosing	Agranulocytosis	0.295455	0.0169492	1	0	sep
SpondylitisAnkylosing	ArthritisPsoriatic	0.295455	0.0181818	2	0	sep
SpondylitisAnkylosing	CarcinomaHepatocellular	0.295455	0.0740741	1	0	sep
SpondylitisAnkylosing	DepressiveDisorder	0.295455	0.152778	1	0	sep
SpondylitisAnkylosing	DermatitisAtopic	0.295455	0.110092	1	0	sep
SpondylitisAnkylosing	DrugHypersensitivitySyndrome	0.295455	0.0185185	1	0	sep
SpondylitisAnkylosing	DrugResistance	0.295455	0.111111	1	0	sep
SpondylitisAnkylosing	Emotions	0.295455	0.0909091	2	0	sep
SpondylitisAnkylosing	Epstein_BarrVirusNuclearAntigens	0.295455	0	1	0	sep
SpondylitisAnkylosing	Fenofibrate	0.295455	0.0625	1	0	sep
SpondylitisAnkylosing	GastrointestinalMicrobiome	0.295455	0.240506	1	0	sep
SpondylitisAnkylosing	GravesDisease	0.295455	0.133333	1	0	sep
SpondylitisAnkylosing	HIV	0.295455	0	1	0	sep
SpondylitisAnkylosing	HIV_1	0.295455	0.0512821	2	0	sep
SpondylitisAnkylosing	Hypertension	0.295455	0.0857143	1	0	sep
SpondylitisAnkylosing	Hypertriglyceridemia	0.295455	0.214286	1	0	sep
SpondylitisAnkylosing	IL1RL1proteinhuman	0.295455	0.125	2	0	sep
SpondylitisAnkylosing	Interleukin_2ReceptoralphaSubunit	0.295455	0	1	0	sep
SpondylitisAnkylosing	Leprosy	0.295455	0.0425532	2	0	sep
SpondylitisAnkylosing	LiverCirrhosisBiliary	0.295455	0.216667	1	0	sep
SpondylitisAnkylosing	PeripheralNervousSystemDiseases	0.295455	0.166667	1	0	sep
SpondylitisAnkylosing	ReverseTranscriptaseInhibitors	0.295455	0.103448	1	0	sep
SpondylitisAnkylosing	Testosterone	0.295455	0	1	0	sep
SpondylitisAnkylosing	Tonsillectomy	0.295455	0.128571	1	0	sep
SpondylitisAnkylosing	Trichloroethylene	0.295455	0	1	0	sep
SpondylitisAnkylosing	UterineCervicalNeoplasms	0.295455	0	1	0	sep
SpondylitisAnkylosing	Vitiligo	0.295455	0.0862069	1	0	sep
SpondylitisAnkylosing	beta2_Microglobulin	0.295455	0.038961	1	0	sep
StomachNeoplasms	3_hydroxy_1_methylpropylmercapturicacid	0.3	0.166667	1	0	sep
StomachNeoplasms	Age_RelatedHearingImpairment1	0.3	0.234375	1	0	sep
StomachNeoplasms	BronchodilatorAgents	0.3	0.172932	1	0	sep
StomachNeoplasms	DeathSuddenCardiac	0.3	0.142857	1	0	sep
StomachNeoplasms	EsophagealNeoplasms	0.3	0.230769	2	0	sep
StomachNeoplasms	EsophagealSquamousCellCarcinoma	0.3	0.173913	1	0	sep
StomachNeoplasms	Hypertension	0.3	0.0857143	1	0	sep
StomachNeoplasms	LungVolumeMeasurements	0.3	0.219178	1	0	sep
StomachNeoplasms	MigraineDisorders	0.3	0.211538	1	0	sep
StomachNeoplasms	Personality	0.3	0	1	0	sep
StomachNeoplasms	PulmonaryDiseaseChronicObstructive	0.3	0.0909091	1	0	sep
StomachNeoplasms	SevereDengue	0.3	0	1	0	sep
StomachNeoplasms	Tooth	0.3	0.2	1	0	sep
StomachNeoplasms	UrinaryBladderNeoplasms	0.3	0.153846	1	0	sep
StomachNeoplasms	WaistCircumference	0.3	0.571429	1	0	sep
SurveysandQuestionnaires	Insulin	0.333333	0.0882353	1	0	sep
SurveysandQuestionnaires	InsulinResistance	0.333333	0.135135	1	0	sep
SurveysandQuestionnaires	Lip	0.333333	0	1	0	sep
SurveysandQuestionnaires	RespiratoryFunctionTests	0.333333	0.179487	1	0	sep
TesticularGermCellTumor	AdrenalCortexHormones	0.3	0.166667	1	0	sep
TesticularGermCellTumor	Asthma	0.3	0.229885	1	0	sep
TesticularGermCellTumor	BoneDensity	0.3	0.231405	1	0	sep
TesticularGermCellTumor	DiabetesMellitusType2	0.3	0.149425	1	0	sep
TesticularGermCellTumor	Prostate_SpecificAntigen	0.3	0.230769	1	0	sep
TesticularGermCellTumor	RenalInsufficiencyChronic	0.3	0.125	1	0	sep
TesticularGermCellTumor	TesticularNeoplasms	0.3	0	2	0	sep
TesticularGermCellTumor	VascularEndothelialGrowthFactors	0.3	0.25	1	0	sep
TetralogyofFallot	MigraineDisorders	0.5	0.211538	1	0	sep
Thinness	Biomarkers	0.25	0.130435	1	0	sep
Thinness	Ferritins	0.25	0	1	0	sep
Thinness	GastrointestinalMicrobiome	0.25	0.240506	1	0	sep
Thinness	HydroxymethylglutarylCoAReductases	0.25	0.166667	1	0	sep
Thinness	Iron	0.25	0.166667	1	0	sep
Thinness	Obesity	0.25	0.176471	2	0	sep
Thinness	ReceptorsTransferrin	0.25	0	1	0	sep
Thinness	UricAcid	0.25	0.325581	4	0	sep
ThyroidDiseases	Acute_On_ChronicLiverFailure	0.333333	0	1	0	sep
ThyroidDiseases	Agranulocytosis	0.333333	0.0169492	2	0	sep
ThyroidDiseases	Antigens	0.333333	0	1	0	sep
ThyroidDiseases	ArthritisPsoriatic	0.333333	0.0181818	1	0	sep
ThyroidDiseases	DepressiveDisorder	0.333333	0.152778	1	0	sep
ThyroidDiseases	DermatitisAtopic	0.333333	0.110092	1	0	sep
ThyroidDiseases	Emotions	0.333333	0.0909091	1	0	sep
ThyroidDiseases	Epstein_BarrVirusNuclearAntigens	0.333333	0	2	0	sep
ThyroidDiseases	Fenofibrate	0.333333	0.0625	1	0	sep
ThyroidDiseases	GastrointestinalMicrobiome	0.333333	0.240506	1	0	sep
ThyroidDiseases	GlomerulonephritisMembranous	0.333333	0.0208333	1	0	sep
ThyroidDiseases	HIV_1	0.333333	0.0512821	1	0	sep
ThyroidDiseases	HepatitisBChronic	0.333333	0.151515	2	0	sep
ThyroidDiseases	HepatitisC	0.333333	0	1	0	sep
ThyroidDiseases	HodgkinDisease	0.333333	0.108108	1	0	sep
ThyroidDiseases	Hypertriglyceridemia	0.333333	0.214286	1	0	sep
ThyroidDiseases	IL1RL1proteinhuman	0.333333	0.125	1	0	sep
ThyroidDiseases	ImmunoglobulinG	0.333333	0	1	0	sep
ThyroidDiseases	Interleukin_2ReceptoralphaSubunit	0.333333	0	1	0	sep
ThyroidDiseases	Leprosy	0.333333	0.0425532	4	0	sep
ThyroidDiseases	Leukocytes	0.333333	0.0136986	1	0	sep
ThyroidDiseases	LiverCirrhosisBiliary	0.333333	0.216667	2	0	sep
ThyroidDiseases	LymphomaB_CellMarginalZone	0.333333	0	1	0	sep
ThyroidDiseases	OsteoarthritisKnee	0.333333	0	1	0	sep
ThyroidDiseases	PeripheralNervousSystemDiseases	0.333333	0.166667	1	0	sep
ThyroidDiseases	RespiratoryFunctionTests	0.333333	0.179487	1	0	sep
ThyroidDiseases	ReverseTranscriptaseInhibitors	0.333333	0.103448	1	0	sep
ThyroidDiseases	Sarcoidosis	0.333333	0	1	0	sep
ThyroidDiseases	Staphylococcusaureus	0.333333	0	1	0	sep
ThyroidDiseases	Thioamides	0.333333	0	2	0	sep
ThyroidDiseases	VaccinePotency	0.333333	0.49375	1	0	sep
ThyroidDiseases	Vitiligo	0.333333	0.0862069	3	0	sep
ThyroidDiseases	Waist_HipRatio	0.333333	0.166667	1	0	sep
ThyroidDiseases	beta2_Microglobulin	0.333333	0.038961	1	0	sep
ThyroidDiseases	cycliccitrullinatedpeptide	0.333333	0	1	0	sep
ThyroidDiseases	thyroidmicrosomalantibodies	0.333333	0.142857	1	0	sep
ThyroidNeoplasms	LeukemiaLymphocyticChronicB_Cell	0.444444	0.191176	1	0	sep
ThyroidNeoplasms	LungDiseasesInterstitial	0.444444	0.210526	1	0	sep
ThyroidNeoplasms	PancreaticCarcinoma	0.444444	0.2	1	0	sep
ThyroidNeoplasms	TesticularNeoplasms	0.444444	0	1	0	sep
ThyroidNeoplasms	TripleNegativeBreastNeoplasms	0.444444	0	1	0	sep
Toluene24_Diisocyanate	BloodGlucose	0.357143	0.2	1	0	sep
Toluene24_Diisocyanate	BronchodilatorAgents	0.357143	0.172932	2	0	sep
Toluene24_Diisocyanate	C_ReactiveProtein	0.357143	0.11194	1	0	sep
Toluene24_Diisocyanate	Erythrocytes	0.357143	0.111111	1	0	sep
Toluene24_Diisocyanate	ForcedExpiratoryVolume	0.357143	0.181818	2	0	sep
Toluene24_Diisocyanate	LipoproteinsVLDL	0.357143	0.196429	1	0	sep
Toluene24_Diisocyanate	LungVolumeMeasurements	0.357143	0.219178	2	0	sep
Toluene24_Diisocyanate	Neuroblastoma	0.357143	0.0833333	2	0	sep
Toluene24_Diisocyanate	PulmonaryDiseaseChronicObstructive	0.357143	0.0909091	1	0	sep
Transplants	3_hydroxy_1_methylpropylmercapturicacid	0.551724	0.166667	1	0	sep
Transplants	C_ReactiveProtein	0.551724	0.11194	1	0	sep
Transplants	DermatitisAtopic	0.551724	0.110092	1	0	sep
