Pathway StId	Pathway Name	# Entities Found	# Entities Total	Entities Ratio	Entities P-Value	Significant	Entities FDR	# Reactions Found	# Reactions Total	Reactions Ratio	Entities Found	Reactions Found
R-HSA-392518	"Signal amplification"	31	31	1.0	0.5239958491499384	No	0.0	16	32	0.5	A8MTJ3,O14610,O14775,O60262,O95837,P04899,P08754,P16520,P21731,P29992,P30679,P47712,P47900,P50148,P50150,P50151,P59768,P61952,P62873,P62879,P63096,P63211,P63215,P63218,Q14344,Q16539,Q9H244,Q9HAV0,Q9P2W3,Q9UBI6,Q9UK08	R-HSA-391939,R-HSA-392187,R-HSA-392195,R-HSA-392202,R-HSA-417829,R-HSA-417908,R-HSA-418576,R-HSA-418579,R-HSA-418581,R-HSA-428749,R-HSA-428750,R-HSA-428752,R-HSA-428909,R-HSA-428917,R-HSA-428918,R-HSA-428961
R-HSA-74749	"Signal attenuation"	10	10	1.0	0.5421311110794712	No	0.0	6	15	0.4	P01308,P06213,P27361,P28482,P29353,P35568,P62993,Q07889,Q13322,Q9Y4H2	R-HSA-109822,R-HSA-109823,R-HSA-110011,R-HSA-5686074,R-HSA-5686315,R-HSA-74747
R-HSA-391160	"Signal regulatory protein family interactions"	13	13	1.0	0.5369647499225385	No	0.0	10	14	0.7142857142857143	O00241,O15117,O43914,O75563,P12931,P29350,P62993,P78324,Q05397,Q06124,Q08722,Q14289,Q9P1W8	R-HSA-210274,R-HSA-391150,R-HSA-391151,R-HSA-391152,R-HSA-391153,R-HSA-391155,R-HSA-391156,R-HSA-391157,R-HSA-391158,R-HSA-391168
R-HSA-445144	"Signal transduction by L1"	21	21	1.0	0.5291142214146681	No	0.0	10	27	0.37037037037037035	O14786,P00533,P05106,P05556,P06756,P08514,P08648,P11362,P13591,P19784,P27361,P28482,P32004,P36507,P52735,P63000,P67870,P68400,Q02750,Q13153,Q13797	R-HSA-109860,R-HSA-109862,R-HSA-374669,R-HSA-374681,R-HSA-374686,R-HSA-392752,R-HSA-437230,R-HSA-445064,R-HSA-445069,R-HSA-445072
R-HSA-1502540	"Signaling by Activin"	13	13	1.0	0.5369647499225385	No	0.0	10	17	0.5882352941176471	O75593,O95633,P08476,P09529,P19883,P27037,P36896,P84022,Q13485,Q13705,Q14919,Q15796,Q8NER5	R-HSA-1181149,R-HSA-1181153,R-HSA-1225919,R-HSA-1549526,R-HSA-170847,R-HSA-173488,R-HSA-2470483,R-HSA-2470508,R-HSA-2473184,R-HSA-2473186
R-HSA-201451	"Signaling by BMP"	26	26	1.0	0.5261834360129357	No	0.0	15	31	0.4838709677419355	O00238,O15105,O15198,O43541,O95393,O95813,P03971,P12643,P12755,P27037,P36894,P37023,Q12841,Q13253,Q13485,Q13705,Q13873,Q15797,Q16671,Q7Z3T8,Q99717,Q9BU40,Q9H772,Q9HAU4,Q9HCE7,Q9UK05	R-HSA-201422,R-HSA-201423,R-HSA-201443,R-HSA-201453,R-HSA-201457,R-HSA-201472,R-HSA-201475,R-HSA-201476,R-HSA-201648,R-HSA-201810,R-HSA-201821,R-HSA-202604,R-HSA-202626,R-HSA-8858346,R-HSA-8858369
R-HSA-6802952	"Signaling by BRAF and RAF fusions"	58	58	1.0	0.5176107411316229	No	0.0	5	88	0.056818181818181816	O00203,O15164,O43252,O43521,O60674,O95352,P01111,P01112,P01116,P02545,P02671,P02675,P02679,P02751,P04049,P04275,P05106,P08514,P10398,P12931,P15056,P18206,P27361,P27448,P28482,P30086,P31946,P32121,P36507,P41240,P46940,P49407,P51114,P51797,P61224,P62834,Q02750,Q53H12,Q5XG87,Q6NXG1,Q6RW13,Q6VAB6,Q6WCQ1,Q6ZMT4,Q7KZF4,Q7Z2W4,Q7Z5R6,Q86XD5,Q8IVT5,Q8N302,Q8WXI2,Q969H4,Q96PU8,Q99996,Q9HCM3,Q9NRY5,Q9UPV9,Q9Y490	R-HSA-6802927,R-HSA-6802932,R-HSA-6802933,R-HSA-6802934,R-HSA-6802935
R-HSA-177929	"Signaling by EGFR"	43	43	1.0	0.5204090371156591	No	0.0	47	58	0.8103448275862069	O14672,O14964,O43184,O43597,O43609,O75886,P00533,P01111,P01112,P01116,P01133,P0CG47,P0CG48,P12931,P19174,P22681,P26045,P27986,P29353,P41240,P42336,P42566,P49023,P60953,P62979,P62987,P62993,P78536,Q05209,Q06124,Q07889,Q13480,Q14155,Q15262,Q92783,Q96B97,Q96JA1,Q99961,Q99962,Q99963,Q9NWQ8,Q9UBC2,Q9Y6I3	R-HSA-109813,R-HSA-177920,R-HSA-177922,R-HSA-177923,R-HSA-177924,R-HSA-177925,R-HSA-177926,R-HSA-177927,R-HSA-177930,R-HSA-177933,R-HSA-177934,R-HSA-177935,R-HSA-177936,R-HSA-177937,R-HSA-177938,R-HSA-177939,R-HSA-177941,R-HSA-177942,R-HSA-177943,R-HSA-177944,R-HSA-177945,R-HSA-177946,R-HSA-179467,R-HSA-182969,R-HSA-182986,R-HSA-182990,R-HSA-182993,R-HSA-182994,R-HSA-183002,R-HSA-183036,R-HSA-183051,R-HSA-183052,R-HSA-183055,R-HSA-183058,R-HSA-183067,R-HSA-183072,R-HSA-183084,R-HSA-183089,R-HSA-183094,R-HSA-212706,R-HSA-212710,R-HSA-212713,R-HSA-8864029,R-HSA-8867041,R-HSA-8867044,R-HSA-8867047,R-HSA-8951490
R-HSA-1643713	"Signaling by EGFR in Cancer"	15	15	1.0	0.5344210151151075	No	0.0	39	33	1.1818181818181819	P00533,P01111,P01112,P01116,P01133,P07900,P19174,P22681,P27986,P29353,P42336,P62993,Q07889,Q13480,Q16543	R-HSA-1169421,R-HSA-1218824,R-HSA-1218833,R-HSA-1220610,R-HSA-1220611,R-HSA-1220612,R-HSA-1220613,R-HSA-1220614,R-HSA-1225947,R-HSA-1225949,R-HSA-1225950,R-HSA-1225951,R-HSA-1225952,R-HSA-1225957,R-HSA-1225960,R-HSA-1225961,R-HSA-1225978,R-HSA-1226012,R-HSA-1226014,R-HSA-1226016,R-HSA-1247841,R-HSA-1247842,R-HSA-1247844,R-HSA-1247999,R-HSA-1248002,R-HSA-1248655,R-HSA-1248677,R-HSA-5637764,R-HSA-5637765,R-HSA-5637766,R-HSA-5637770,R-HSA-5637792,R-HSA-5637795,R-HSA-5637796,R-HSA-5637798,R-HSA-5637800,R-HSA-5637801,R-HSA-5637806,R-HSA-5637808
R-HSA-5637812	"Signaling by EGFRvIII in Cancer"	13	13	1.0	0.5369647499225385	No	0.0	16	17	0.9411764705882353	P00533,P01111,P01112,P01116,P07900,P19174,P27986,P29353,P42336,P62993,Q07889,Q13480,Q16543	R-HSA-1218824,R-HSA-1247999,R-HSA-1248002,R-HSA-1248655,R-HSA-5637764,R-HSA-5637765,R-HSA-5637766,R-HSA-5637770,R-HSA-5637792,R-HSA-5637795,R-HSA-5637796,R-HSA-5637798,R-HSA-5637800,R-HSA-5637801,R-HSA-5637806,R-HSA-5637808
R-HSA-1227986	"Signaling by ERBB2"	50	50	1.0	0.5189455466450217	No	0.0	43	78	0.5512820512820513	O14511,O14944,O60610,P00533,P01111,P01112,P01116,P01133,P04626,P06241,P07900,P07947,P0CG47,P0CG48,P12931,P17252,P19174,P21860,P27986,P29353,P31749,P31751,P35070,P40818,P42336,P42679,P56975,P61586,P62979,P62987,P62993,Q02156,Q02297,Q05209,Q05655,Q07889,Q13480,Q13882,Q14451,Q15303,Q16543,Q8WWG1,Q93034,Q96RT1,Q99075,Q99952,Q9H4P4,Q9UNE7,Q9Y243,Q9Y316	R-HSA-1247497,R-HSA-1250189,R-HSA-1250195,R-HSA-1250346,R-HSA-1250462,R-HSA-1250463,R-HSA-1250486,R-HSA-1250488,R-HSA-1250498,R-HSA-1251922,R-HSA-1251944,R-HSA-1306953,R-HSA-1306957,R-HSA-1306963,R-HSA-1306965,R-HSA-1306969,R-HSA-1306972,R-HSA-1306979,R-HSA-1358789,R-HSA-1358790,R-HSA-1358791,R-HSA-1358792,R-HSA-1358795,R-HSA-1358797,R-HSA-1358798,R-HSA-1358801,R-HSA-1918092,R-HSA-1918095,R-HSA-1963563,R-HSA-1963578,R-HSA-1963581,R-HSA-1963582,R-HSA-1963586,R-HSA-1963589,R-HSA-6785636,R-HSA-6785648,R-HSA-8847995,R-HSA-8848005,R-HSA-8863804,R-HSA-8864105,R-HSA-8864125,R-HSA-8934446,R-HSA-8934465
R-HSA-1236394	"Signaling by ERBB4"	39	39	1.0	0.521417889145627	No	0.0	27	46	0.5869565217391305	O14511,O14944,O75376,P00533,P01111,P01112,P01116,P01133,P03372,P0CG47,P0CG48,P21860,P27986,P29353,P35070,P42229,P42336,P46934,P46937,P49768,P49810,P56975,P62979,P62987,P62993,P78536,Q02297,Q07889,Q15303,Q8WW43,Q8WWG1,Q92542,Q96BI3,Q96J02,Q99075,Q9H0M0,Q9NYJ8,Q9NZ42,Q9NZC7	R-HSA-1236398,R-HSA-1250220,R-HSA-1250315,R-HSA-1250348,R-HSA-1250353,R-HSA-1250357,R-HSA-1250370,R-HSA-1250380,R-HSA-1250383,R-HSA-1251992,R-HSA-1251997,R-HSA-1253282,R-HSA-1253300,R-HSA-1253325,R-HSA-1253343,R-HSA-1254251,R-HSA-1254291,R-HSA-1254386,R-HSA-1973956,R-HSA-1977296,R-HSA-1977958,R-HSA-1977959,R-HSA-8954182,R-HSA-8954185,R-HSA-8954207,R-HSA-8954208,R-HSA-8954224
R-HSA-9006335	"Signaling by Erythropoietin"	25	25	1.0	0.5266982692679109	No	0.0	24	36	0.6666666666666666	O00329,O60674,P01111,P01112,P01116,P01588,P07948,P15498,P16885,P19174,P19235,P27986,P29353,P42229,P42336,P42338,P46109,P48736,P51692,P62993,Q07889,Q13480,Q13905,Q8WYR1,Q9Y4H2	R-HSA-9006323,R-HSA-9006325,R-HSA-9006332,R-HSA-9012650,R-HSA-9012651,R-HSA-9012654,R-HSA-9012657,R-HSA-9021627,R-HSA-9024723,R-HSA-9024726,R-HSA-9027272,R-HSA-9027273,R-HSA-9027274,R-HSA-9027275,R-HSA-9027280,R-HSA-9027281,R-HSA-9027373,R-HSA-9027425,R-HSA-9029149,R-HSA-9029150,R-HSA-9029151,R-HSA-9029155,R-HSA-9029158,R-HSA-9032478
R-HSA-190236	"Signaling by FGFR"	87	87	1.0	0.5144394525664006	No	0.0	136	116	1.1724137931034482	O15514,O15520,O43155,O43251,O43320,O43559,O43597,O60258,O76093,O95750,P01111,P01112,P01116,P05230,P08620,P09038,P09651,P0CG47,P0CG48,P10767,P11362,P11487,P12034,P12931,P13984,P15056,P19174,P19387,P19388,P21781,P21802,P22455,P22607,P22681,P23352,P24928,P26599,P27361,P27986,P28482,P29353,P30153,P30876,P31371,P31483,P31943,P35269,P36954,P42336,P52272,P52298,P52434,P52435,P52597,P53803,P55075,P61218,P62487,P62714,P62875,P62979,P62987,P62993,P67775,Q01085,Q06124,Q07889,Q09161,Q13480,Q14435,Q14512,Q6NXG1,Q7Z698,Q7Z699,Q86Z14,Q8N441,Q8TAT2,Q8WU20,Q9BUB5,Q9BYJ0,Q9GZV9,Q9H6T0,Q9HCT0,Q9NP95,Q9NZU0,Q9NZU1,Q9UEF7	R-HSA-1295599,R-HSA-1295604,R-HSA-1295609,R-HSA-1295613,R-HSA-1295621,R-HSA-1295622,R-HSA-1295632,R-HSA-1307955,R-HSA-1307963,R-HSA-1549564,R-HSA-177931,R-HSA-190245,R-HSA-190256,R-HSA-190261,R-HSA-190263,R-HSA-190265,R-HSA-190268,R-HSA-190326,R-HSA-190385,R-HSA-190388,R-HSA-190408,R-HSA-190413,R-HSA-190427,R-HSA-190429,R-HSA-191062,R-HSA-5654147,R-HSA-5654148,R-HSA-5654149,R-HSA-5654151,R-HSA-5654157,R-HSA-5654159,R-HSA-5654163,R-HSA-5654165,R-HSA-5654167,R-HSA-5654169,R-HSA-5654222,R-HSA-5654224,R-HSA-5654392,R-HSA-5654397,R-HSA-5654399,R-HSA-5654402,R-HSA-5654404,R-HSA-5654406,R-HSA-5654407,R-HSA-5654408,R-HSA-5654409,R-HSA-5654413,R-HSA-5654416,R-HSA-5654418,R-HSA-5654422,R-HSA-5654423,R-HSA-5654425,R-HSA-5654426,R-HSA-5654428,R-HSA-5654510,R-HSA-5654511,R-HSA-5654514,R-HSA-5654515,R-HSA-5654560,R-HSA-5654562,R-HSA-5654565,R-HSA-5654566,R-HSA-5654569,R-HSA-5654571,R-HSA-5654573,R-HSA-5654575,R-HSA-5654578,R-HSA-5654582,R-HSA-5654584,R-HSA-5654586,R-HSA-5654587,R-HSA-5654591,R-HSA-5654592,R-HSA-5654594,R-HSA-5654596,R-HSA-5654597,R-HSA-5654600,R-HSA-5654603,R-HSA-5654605,R-HSA-5654607,R-HSA-5654608,R-HSA-5654612,R-HSA-5654614,R-HSA-5654615,R-HSA-5654618,R-HSA-5654620,R-HSA-5654622,R-HSA-5654623,R-HSA-5654625,R-HSA-5654628,R-HSA-5654631,R-HSA-5654633,R-HSA-5654634,R-HSA-5654637,R-HSA-5654640,R-HSA-5654641,R-HSA-5654643,R-HSA-5654646,R-HSA-5654647,R-HSA-5654651,R-HSA-5654653,R-HSA-5654655,R-HSA-5654658,R-HSA-5654659,R-HSA-5654662,R-HSA-5654663,R-HSA-5654664,R-HSA-5654667,R-HSA-5654669,R-HSA-5654672,R-HSA-5654673,R-HSA-5654677,R-HSA-5654679,R-HSA-5654684,R-HSA-5654690,R-HSA-5654692,R-HSA-5654697,R-HSA-5654701,R-HSA-5654705,R-HSA-5654709,R-HSA-5654714,R-HSA-5654717,R-HSA-5654729,R-HSA-5654730,R-HSA-5654734,R-HSA-5656064,R-HSA-5656070,R-HSA-6803523,R-HSA-6803527,R-HSA-8851619,R-HSA-8941613,R-HSA-8941618,R-HSA-8941623,R-HSA-8941628,R-HSA-934559,R-HSA-934604
R-HSA-1226099	"Signaling by FGFR in disease"	47	47	1.0	0.5195324346959792	No	0.0	104	91	1.1428571428571428	O15164,O15520,O43320,O60258,O76093,O94905,O95429,O95684,P01111,P01112,P01116,P05230,P08620,P09038,P10767,P11274,P11362,P11487,P12034,P19174,P21781,P21802,P22455,P22607,P27986,P31371,P39880,P40763,P42224,P42229,P42336,P51692,P55075,P62993,Q07889,Q13480,Q16630,Q32MZ4,Q7Z7A1,Q8WU20,Q92614,Q9GZV9,Q9HCT0,Q9NP95,Q9NVK5,Q9UBW7,Q9UQC2	R-HSA-1839031,R-HSA-1839039,R-HSA-1839065,R-HSA-1839067,R-HSA-1839080,R-HSA-1839091,R-HSA-1839094,R-HSA-1839095,R-HSA-1839098,R-HSA-1839100,R-HSA-1839102,R-HSA-1839107,R-HSA-1839110,R-HSA-1839112,R-HSA-1839114,R-HSA-1888198,R-HSA-1982065,R-HSA-1982066,R-HSA-2012073,R-HSA-2012074,R-HSA-2012082,R-HSA-2012084,R-HSA-2012086,R-HSA-2012087,R-HSA-2023451,R-HSA-2023455,R-HSA-2023456,R-HSA-2023460,R-HSA-2023462,R-HSA-2029983,R-HSA-2029984,R-HSA-2029988,R-HSA-2029989,R-HSA-2029992,R-HSA-2033472,R-HSA-2033474,R-HSA-2033476,R-HSA-2033479,R-HSA-2033485,R-HSA-2033486,R-HSA-2033488,R-HSA-2033490,R-HSA-2038386,R-HSA-2038387,R-HSA-2038944,R-HSA-2038946,R-HSA-2046363,R-HSA-2067713,R-HSA-2077420,R-HSA-2077421,R-HSA-2077424,R-HSA-5654544,R-HSA-5654545,R-HSA-5654748,R-HSA-5655233,R-HSA-5655235,R-HSA-5655240,R-HSA-5655241,R-HSA-5655243,R-HSA-5655244,R-HSA-5655245,R-HSA-5655247,R-HSA-5655248,R-HSA-5655252,R-HSA-5655262,R-HSA-5655263,R-HSA-5655266,R-HSA-5655268,R-HSA-5655269,R-HSA-5655270,R-HSA-5655277,R-HSA-5655278,R-HSA-5655284,R-HSA-5655285,R-HSA-5655289,R-HSA-5655290,R-HSA-5655295,R-HSA-5655301,R-HSA-5655313,R-HSA-5655315,R-HSA-5655320,R-HSA-5655323,R-HSA-5655326,R-HSA-5655336,R-HSA-5655339,R-HSA-5655341,R-HSA-5655343,R-HSA-5655347,R-HSA-5655348,R-HSA-5655351,R-HSA-8853307,R-HSA-8853308,R-HSA-8853309,R-HSA-8853310,R-HSA-8853313,R-HSA-8853314,R-HSA-8853315,R-HSA-8853316,R-HSA-8853317,R-HSA-8853319,R-HSA-8853320,R-HSA-8853322,R-HSA-8853323,R-HSA-8853325
R-HSA-5654736	"Signaling by FGFR1"	50	50	1.0	0.5189455466450217	No	0.0	47	68	0.6911764705882353	O15520,O43155,O43559,O43597,O60258,O76093,P01111,P01112,P01116,P05230,P08620,P09038,P0CG47,P0CG48,P10767,P11362,P11487,P12034,P12931,P15056,P19174,P22681,P23352,P27361,P27986,P28482,P29353,P30153,P31371,P42336,P55075,P62714,P62979,P62987,P62993,P67775,Q06124,Q07889,Q13480,Q7Z698,Q7Z699,Q8N441,Q8WU20,Q9BUB5,Q9GZV9,Q9HCT0,Q9NP95,Q9NZU0,Q9NZU1,Q9UEF7	R-HSA-1295599,R-HSA-1295604,R-HSA-1295609,R-HSA-1295613,R-HSA-1295621,R-HSA-1295622,R-HSA-1295632,R-HSA-1549564,R-HSA-177931,R-HSA-190245,R-HSA-190256,R-HSA-190268,R-HSA-190427,R-HSA-190429,R-HSA-191062,R-HSA-5654149,R-HSA-5654165,R-HSA-5654167,R-HSA-5654392,R-HSA-5654510,R-HSA-5654511,R-HSA-5654514,R-HSA-5654515,R-HSA-5654560,R-HSA-5654569,R-HSA-5654571,R-HSA-5654573,R-HSA-5654575,R-HSA-5654578,R-HSA-5654582,R-HSA-5654584,R-HSA-5654586,R-HSA-5654587,R-HSA-5654591,R-HSA-5654592,R-HSA-5654594,R-HSA-5654596,R-HSA-5654597,R-HSA-5654600,R-HSA-5654672,R-HSA-5654673,R-HSA-5654690,R-HSA-5654692,R-HSA-5656064,R-HSA-8941623,R-HSA-934559,R-HSA-934604
R-HSA-1839120	"Signaling by FGFR1 amplification mutants"	1	1	1.0	0.6321384351326492	No	0.0	5	4	1.25	P11362	R-HSA-1982065,R-HSA-1982066,R-HSA-2023462,R-HSA-5654544,R-HSA-5654545
R-HSA-5655302	"Signaling by FGFR1 in disease"	38	38	1.0	0.521694786503108	No	0.0	34	64	0.53125	O15164,O60258,O94905,O95429,O95684,P01111,P01112,P01116,P05230,P08620,P09038,P10767,P11274,P11362,P12034,P19174,P27986,P31371,P39880,P40763,P42224,P42229,P42336,P51692,P55075,P62993,Q07889,Q13480,Q16630,Q32MZ4,Q7Z7A1,Q8WU20,Q92614,Q9GZV9,Q9NP95,Q9NVK5,Q9UBW7,Q9UQC2	R-HSA-1839031,R-HSA-1839039,R-HSA-1839065,R-HSA-1839067,R-HSA-1839080,R-HSA-1839091,R-HSA-1839094,R-HSA-1839095,R-HSA-1839098,R-HSA-1839100,R-HSA-1839102,R-HSA-1839107,R-HSA-1839110,R-HSA-1839112,R-HSA-1839114,R-HSA-1888198,R-HSA-1982065,R-HSA-1982066,R-HSA-2023451,R-HSA-2023455,R-HSA-2023456,R-HSA-2023460,R-HSA-2023462,R-HSA-5654544,R-HSA-5654545,R-HSA-5655240,R-HSA-5655263,R-HSA-5655266,R-HSA-5655269,R-HSA-5655278,R-HSA-5655290,R-HSA-5655326,R-HSA-8853322,R-HSA-8853325
R-HSA-5654738	"Signaling by FGFR2"	73	73	1.0	0.5157314908052999	No	0.0	41	93	0.44086021505376344	O15514,O15520,O43251,O43320,O43559,O43597,O60258,O76093,P01111,P01112,P01116,P05230,P08620,P09038,P09651,P0CG47,P0CG48,P10767,P11487,P12034,P12931,P13984,P15056,P19174,P19387,P19388,P21781,P21802,P22681,P24928,P26599,P27361,P27986,P28482,P29353,P30153,P30876,P31371,P31483,P31943,P35269,P36954,P42336,P52272,P52298,P52434,P52435,P52597,P53803,P55075,P61218,P62487,P62714,P62875,P62979,P62987,P62993,P67775,Q01085,Q06124,Q07889,Q09161,Q13480,Q14512,Q6NXG1,Q8TAT2,Q8WU20,Q9BUB5,Q9BYJ0,Q9GZV9,Q9H6T0,Q9HCT0,Q9NP95	R-HSA-1295599,R-HSA-1295604,R-HSA-1295609,R-HSA-1295613,R-HSA-1295621,R-HSA-1295622,R-HSA-1295632,R-HSA-1549564,R-HSA-177931,R-HSA-190408,R-HSA-190413,R-HSA-5654147,R-HSA-5654157,R-HSA-5654159,R-HSA-5654397,R-HSA-5654399,R-HSA-5654402,R-HSA-5654404,R-HSA-5654406,R-HSA-5654407,R-HSA-5654562,R-HSA-5654603,R-HSA-5654605,R-HSA-5654607,R-HSA-5654608,R-HSA-5654612,R-HSA-5654614,R-HSA-5654615,R-HSA-5654618,R-HSA-5654620,R-HSA-5654622,R-HSA-5654677,R-HSA-5654697,R-HSA-5654701,R-HSA-5654729,R-HSA-5656070,R-HSA-6803523,R-HSA-6803527,R-HSA-8941618,R-HSA-934559,R-HSA-934604
R-HSA-8851708	"Signaling by FGFR2 IIIa TM"	3	3	1.0	0.5768425830551305	No	0.0	1	7	0.14285714285714285	P05230,P09038,P21802	R-HSA-8853320
R-HSA-2023837	"Signaling by FGFR2 amplification mutants"	1	1	1.0	0.6321384351326492	No	0.0	4	4	1.0	P21802	R-HSA-2029988,R-HSA-2029989,R-HSA-2029992,R-HSA-2067713
R-HSA-8853333	"Signaling by FGFR2 fusions"	1	1	1.0	0.6321384351326492	No	0.0	2	2	1.0	P21802	R-HSA-8853313,R-HSA-8853319
R-HSA-5655253	"Signaling by FGFR2 in disease"	27	27	1.0	0.5256975564974432	No	0.0	27	39	0.6923076923076923	O15520,O43320,O60258,O76093,P01111,P01112,P01116,P05230,P08620,P09038,P10767,P11487,P12034,P19174,P21781,P21802,P27986,P31371,P42336,P55075,P62993,Q07889,Q13480,Q8WU20,Q9GZV9,Q9HCT0,Q9NP95	R-HSA-2029983,R-HSA-2029984,R-HSA-2029988,R-HSA-2029989,R-HSA-2029992,R-HSA-2033472,R-HSA-2033474,R-HSA-2033479,R-HSA-2033486,R-HSA-2033488,R-HSA-2033490,R-HSA-2067713,R-HSA-2077421,R-HSA-2077424,R-HSA-5654748,R-HSA-5655233,R-HSA-5655241,R-HSA-5655245,R-HSA-5655268,R-HSA-5655301,R-HSA-5655320,R-HSA-5655323,R-HSA-5655339,R-HSA-5655343,R-HSA-8853313,R-HSA-8853319,R-HSA-8853320
R-HSA-5654741	"Signaling by FGFR3"	40	40	1.0	0.5211514833902331	No	0.0	41	57	0.7192982456140351	O43320,O43559,O43597,O60258,O76093,P01111,P01112,P01116,P05230,P08620,P09038,P0CG47,P0CG48,P12034,P12931,P15056,P19174,P22607,P22681,P27361,P27986,P28482,P29353,P30153,P31371,P42336,P55075,P62714,P62979,P62987,P62993,P67775,Q06124,Q07889,Q13480,Q14435,Q8WU20,Q9BUB5,Q9GZV9,Q9NP95	R-HSA-1295599,R-HSA-1295604,R-HSA-1295609,R-HSA-1295613,R-HSA-1295621,R-HSA-1295622,R-HSA-1295632,R-HSA-1549564,R-HSA-177931,R-HSA-190261,R-HSA-190263,R-HSA-190385,R-HSA-190388,R-HSA-5654148,R-HSA-5654222,R-HSA-5654224,R-HSA-5654408,R-HSA-5654409,R-HSA-5654413,R-HSA-5654416,R-HSA-5654565,R-HSA-5654623,R-HSA-5654625,R-HSA-5654628,R-HSA-5654631,R-HSA-5654633,R-HSA-5654634,R-HSA-5654637,R-HSA-5654640,R-HSA-5654641,R-HSA-5654643,R-HSA-5654646,R-HSA-5654647,R-HSA-5654679,R-HSA-5654705,R-HSA-5654709,R-HSA-5654730,R-HSA-8851619,R-HSA-8941628,R-HSA-934559,R-HSA-934604
R-HSA-8853334	"Signaling by FGFR3 fusions in cancer"	10	10	1.0	0.5421311110794712	No	0.0	9	12	0.75	P01111,P01112,P01116,P22607,P27986,P42336,P62993,Q07889,Q13480,Q8WU20	R-HSA-8853307,R-HSA-8853308,R-HSA-8853309,R-HSA-8853310,R-HSA-8853314,R-HSA-8853315,R-HSA-8853316,R-HSA-8853317,R-HSA-8853323
R-HSA-5655332	"Signaling by FGFR3 in disease"	22	22	1.0	0.5284487129675034	No	0.0	28	31	0.9032258064516129	O43320,O60258,O76093,P01111,P01112,P01116,P05230,P08620,P09038,P12034,P19174,P22607,P27986,P31371,P42336,P55075,P62993,Q07889,Q13480,Q8WU20,Q9GZV9,Q9NP95	R-HSA-2012073,R-HSA-2012074,R-HSA-2012082,R-HSA-2012084,R-HSA-2033476,R-HSA-2033485,R-HSA-2038386,R-HSA-2038387,R-HSA-2077420,R-HSA-5655243,R-HSA-5655244,R-HSA-5655247,R-HSA-5655262,R-HSA-5655270,R-HSA-5655277,R-HSA-5655285,R-HSA-5655289,R-HSA-5655295,R-HSA-5655315,R-HSA-8853307,R-HSA-8853308,R-HSA-8853309,R-HSA-8853310,R-HSA-8853314,R-HSA-8853315,R-HSA-8853316,R-HSA-8853317,R-HSA-8853323
R-HSA-8853338	"Signaling by FGFR3 point mutants in cancer"	22	22	1.0	0.5284487129675034	No	0.0	19	30	0.6333333333333333	O43320,O60258,O76093,P01111,P01112,P01116,P05230,P08620,P09038,P12034,P19174,P22607,P27986,P31371,P42336,P55075,P62993,Q07889,Q13480,Q8WU20,Q9GZV9,Q9NP95	R-HSA-2012073,R-HSA-2012074,R-HSA-2012082,R-HSA-2012084,R-HSA-2033476,R-HSA-2033485,R-HSA-2038386,R-HSA-2038387,R-HSA-2077420,R-HSA-5655243,R-HSA-5655244,R-HSA-5655247,R-HSA-5655262,R-HSA-5655270,R-HSA-5655277,R-HSA-5655285,R-HSA-5655289,R-HSA-5655295,R-HSA-5655315
R-HSA-5654743	"Signaling by FGFR4"	41	41	1.0	0.5208949249203311	No	0.0	40	55	0.7272727272727273	O43320,O43559,O43597,O60258,O76093,O95750,P01111,P01112,P01116,P05230,P08620,P09038,P0CG47,P0CG48,P10767,P12931,P15056,P19174,P22455,P22681,P27361,P27986,P28482,P29353,P30153,P31371,P42336,P55075,P62714,P62979,P62987,P62993,P67775,Q06124,Q07889,Q13480,Q86Z14,Q8WU20,Q9BUB5,Q9GZV9,Q9NP95	R-HSA-1295599,R-HSA-1295604,R-HSA-1295609,R-HSA-1295613,R-HSA-1295621,R-HSA-1295622,R-HSA-1295632,R-HSA-1307955,R-HSA-1307963,R-HSA-1549564,R-HSA-177931,R-HSA-190265,R-HSA-190326,R-HSA-5654151,R-HSA-5654163,R-HSA-5654169,R-HSA-5654418,R-HSA-5654422,R-HSA-5654423,R-HSA-5654425,R-HSA-5654426,R-HSA-5654428,R-HSA-5654566,R-HSA-5654651,R-HSA-5654653,R-HSA-5654655,R-HSA-5654658,R-HSA-5654659,R-HSA-5654662,R-HSA-5654663,R-HSA-5654664,R-HSA-5654667,R-HSA-5654669,R-HSA-5654684,R-HSA-5654714,R-HSA-5654717,R-HSA-5654734,R-HSA-8941613,R-HSA-934559,R-HSA-934604
R-HSA-5655291	"Signaling by FGFR4 in disease"	11	11	1.0	0.5401751436090697	No	0.0	15	14	1.0714285714285714	P01111,P01112,P01116,P19174,P22455,P27986,P42336,P62993,Q07889,Q13480,Q8WU20	R-HSA-2012086,R-HSA-2012087,R-HSA-2038944,R-HSA-2038946,R-HSA-2046363,R-HSA-5655235,R-HSA-5655248,R-HSA-5655252,R-HSA-5655284,R-HSA-5655313,R-HSA-5655336,R-HSA-5655341,R-HSA-5655347,R-HSA-5655348,R-HSA-5655351
